#term ID	term description	observed gene count	background gene count	false discovery rate	matching proteins in your network (IDs)	matching proteins in your network (labels)
GO:0043408	regulation of MAPK cascade	11	712	0.00013	ENSP00000225844,ENSP00000255409,ENSP00000262768,ENSP00000283752,ENSP00000357712,ENSP00000357726,ENSP00000364210,ENSP00000384906,ENSP00000466090,ENSP00000468897,ENSP00000471493	AGER,CCL13,CHI3L1,ELANE,FPR1,FPR2,S100A12,S100A7,SAA1,SERPINB3,TIMP2
GO:0051873	killing by host of symbiont cells	3	11	0.00013	ENSP00000216336,ENSP00000296435,ENSP00000466090	CAMP,CTSG,ELANE
GO:0002690	positive regulation of leukocyte chemotaxis	5	91	0.00014	ENSP00000305651,ENSP00000306512,ENSP00000357712,ENSP00000379110,ENSP00000468897	CXCL1,CXCL10,CXCL8,FPR2,S100A7
GO:0019732	antifungal humoral response	3	12	0.00015	ENSP00000231751,ENSP00000296435,ENSP00000297435	CAMP,DEFA4,LTF
GO:0001932	regulation of protein phosphorylation	15	1370	0.00016	ENSP00000225844,ENSP00000231751,ENSP00000236850,ENSP00000255409,ENSP00000262768,ENSP00000264657,ENSP00000283752,ENSP00000305651,ENSP00000357712,ENSP00000357726,ENSP00000364210,ENSP00000384906,ENSP00000466090,ENSP00000468897,ENSP00000471493	AGER,APOA1,CCL13,CHI3L1,CXCL10,ELANE,FPR1,FPR2,LTF,S100A12,S100A7,SAA1,SERPINB3,STAT3,TIMP2
GO:0051239	regulation of multicellular organismal process	22	2788	0.00018	ENSP00000221515,ENSP00000231751,ENSP00000236850,ENSP00000252244,ENSP00000255040,ENSP00000255409,ENSP00000259396,ENSP00000262768,ENSP00000262865,ENSP00000264657,ENSP00000283752,ENSP00000296435,ENSP00000297258,ENSP00000297991,ENSP00000305651,ENSP00000306512,ENSP00000308452,ENSP00000362795,ENSP00000364210,ENSP00000384906,ENSP00000452780,ENSP00000466090	AGER,APCS,APOA1,AQP3,B2M,BPI,CAMP,CHI3L1,CXCL10,CXCL8,CXCR3,ELANE,FABP5,KRT1,KRT17,LTF,ORM1,RETN,SAA1,SERPINB3,STAT3,TIMP2
GO:0010818	T cell chemotaxis	3	15	0.00026	ENSP00000297435,ENSP00000305651,ENSP00000362795	CXCL10,CXCR3,DEFA4
GO:0031348	negative regulation of defense response	6	180	0.00026	ENSP00000236850,ENSP00000255040,ENSP00000343445,ENSP00000364210,ENSP00000384906,ENSP00000466090	AGER,APCS,APOA1,ELANE,SAA1,SERPINB4
GO:0044146	negative regulation of growth of symbiont involved in interaction with host	3	15	0.00026	ENSP00000216336,ENSP00000296435,ENSP00000466090	CAMP,CTSG,ELANE
GO:0071310	cellular response to organic substance	19	2219	0.00027	ENSP00000216336,ENSP00000225844,ENSP00000233242,ENSP00000246635,ENSP00000255409,ENSP00000262865,ENSP00000264657,ENSP00000305651,ENSP00000306512,ENSP00000362108,ENSP00000362795,ENSP00000364210,ENSP00000373487,ENSP00000379110,ENSP00000384906,ENSP00000449404,ENSP00000452780,ENSP00000468897,ENSP00000471493	AGER,APOB,B2M,BPI,CCL13,CHI3L1,CTSG,CXCL1,CXCL10,CXCL8,CXCR3,FPR1,FPR2,KRT13,KRT18,KRT8,LCN2,SAA1,STAT3
GO:0040017	positive regulation of locomotion	9	503	0.00028	ENSP00000283752,ENSP00000305651,ENSP00000306512,ENSP00000357712,ENSP00000362795,ENSP00000364210,ENSP00000379110,ENSP00000466090,ENSP00000468897	AGER,CXCL1,CXCL10,CXCL8,CXCR3,ELANE,FPR2,S100A7,SERPINB3
GO:0001934	positive regulation of protein phosphorylation	12	941	0.00030	ENSP00000225844,ENSP00000231751,ENSP00000255409,ENSP00000262768,ENSP00000264657,ENSP00000357712,ENSP00000357726,ENSP00000364210,ENSP00000384906,ENSP00000466090,ENSP00000468897,ENSP00000471493	AGER,CCL13,CHI3L1,ELANE,FPR1,FPR2,LTF,S100A12,S100A7,SAA1,STAT3,TIMP2
GO:0032102	negative regulation of response to external stimulus	7	281	0.00032	ENSP00000231751,ENSP00000236850,ENSP00000252244,ENSP00000255040,ENSP00000364210,ENSP00000384906,ENSP00000466090	AGER,APCS,APOA1,ELANE,KRT1,LTF,SAA1
GO:0050790	regulation of catalytic activity	19	2249	0.00032	ENSP00000225844,ENSP00000231751,ENSP00000236850,ENSP00000255040,ENSP00000255409,ENSP00000262768,ENSP00000264657,ENSP00000283752,ENSP00000305651,ENSP00000342082,ENSP00000343445,ENSP00000348170,ENSP00000357726,ENSP00000364210,ENSP00000379110,ENSP00000384906,ENSP00000466090,ENSP00000468897,ENSP00000471493	AGER,APCS,APOA1,CCL13,CHI3L1,CXCL1,CXCL10,ELANE,FPR1,FPR2,HP,LTF,S100A12,SAA1,SERPINB3,SERPINB4,SLPI,STAT3,TIMP2
GO:0048583	regulation of response to stimulus	26	3882	0.00035	ENSP00000216336,ENSP00000221515,ENSP00000225844,ENSP00000231751,ENSP00000233242,ENSP00000236850,ENSP00000252244,ENSP00000255040,ENSP00000255409,ENSP00000262768,ENSP00000264657,ENSP00000283752,ENSP00000297258,ENSP00000305651,ENSP00000306512,ENSP00000343445,ENSP00000357712,ENSP00000357726,ENSP00000362795,ENSP00000364210,ENSP00000379110,ENSP00000384906,ENSP00000452780,ENSP00000466090,ENSP00000468897,ENSP00000471493	AGER,APCS,APOA1,APOB,B2M,CCL13,CHI3L1,CTSG,CXCL1,CXCL10,CXCL8,CXCR3,ELANE,FABP5,FPR1,FPR2,KRT1,LTF,RETN,S100A12,S100A7,SAA1,SERPINB3,SERPINB4,STAT3,TIMP2
GO:0050728	negative regulation of inflammatory response	5	117	0.00040	ENSP00000236850,ENSP00000255040,ENSP00000364210,ENSP00000384906,ENSP00000466090	AGER,APCS,APOA1,ELANE,SAA1
GO:0071356	cellular response to tumor necrosis factor	6	197	0.00040	ENSP00000225844,ENSP00000233242,ENSP00000255409,ENSP00000306512,ENSP00000373487,ENSP00000449404	APOB,CCL13,CHI3L1,CXCL8,KRT18,KRT8
GO:0022617	extracellular matrix disassembly	4	58	0.00043	ENSP00000216336,ENSP00000236826,ENSP00000262768,ENSP00000466090	CTSG,ELANE,MMP8,TIMP2
GO:0000041	transition metal ion transport	5	121	0.00045	ENSP00000231751,ENSP00000257264,ENSP00000362108,ENSP00000380437,ENSP00000452780	B2M,LCN2,LTF,SLC22A17,TCN1
GO:0030593	neutrophil chemotaxis	4	59	0.00045	ENSP00000225844,ENSP00000306512,ENSP00000357726,ENSP00000384906	CCL13,CXCL8,S100A12,SAA1
GO:0090026	positive regulation of monocyte chemotaxis	3	21	0.00057	ENSP00000305651,ENSP00000357712,ENSP00000468897	CXCL10,FPR2,S100A7
GO:0051240	positive regulation of multicellular organismal process	15	1551	0.00058	ENSP00000221515,ENSP00000231751,ENSP00000255409,ENSP00000259396,ENSP00000262768,ENSP00000264657,ENSP00000283752,ENSP00000296435,ENSP00000306512,ENSP00000308452,ENSP00000362795,ENSP00000364210,ENSP00000384906,ENSP00000452780,ENSP00000466090	AGER,B2M,CAMP,CHI3L1,CXCL8,CXCR3,ELANE,KRT17,LTF,ORM1,RETN,SAA1,SERPINB3,STAT3,TIMP2
GO:0045109	intermediate filament organization	3	22	0.00064	ENSP00000167586,ENSP00000167588,ENSP00000308452	KRT14,KRT17,KRT20
GO:0043085	positive regulation of catalytic activity	14	1381	0.00065	ENSP00000225844,ENSP00000231751,ENSP00000236850,ENSP00000255409,ENSP00000262768,ENSP00000264657,ENSP00000283752,ENSP00000357726,ENSP00000364210,ENSP00000379110,ENSP00000384906,ENSP00000466090,ENSP00000468897,ENSP00000471493	AGER,APOA1,CCL13,CHI3L1,CXCL1,ELANE,FPR1,FPR2,LTF,S100A12,SAA1,SERPINB3,STAT3,TIMP2
GO:1902531	regulation of intracellular signal transduction	16	1764	0.00065	ENSP00000225844,ENSP00000231751,ENSP00000236850,ENSP00000255409,ENSP00000262768,ENSP00000264657,ENSP00000283752,ENSP00000305651,ENSP00000357712,ENSP00000357726,ENSP00000362795,ENSP00000364210,ENSP00000384906,ENSP00000466090,ENSP00000468897,ENSP00000471493	AGER,APOA1,CCL13,CHI3L1,CXCL10,CXCR3,ELANE,FPR1,FPR2,LTF,S100A12,S100A7,SAA1,SERPINB3,STAT3,TIMP2
GO:0050776	regulation of immune response	11	873	0.00068	ENSP00000216336,ENSP00000231751,ENSP00000233242,ENSP00000236850,ENSP00000252244,ENSP00000343445,ENSP00000364210,ENSP00000452780,ENSP00000466090,ENSP00000468897,ENSP00000471493	AGER,APOA1,APOB,B2M,CTSG,ELANE,FPR1,FPR2,KRT1,LTF,SERPINB4
GO:0040012	regulation of locomotion	11	881	0.00073	ENSP00000264657,ENSP00000283752,ENSP00000301653,ENSP00000305651,ENSP00000306512,ENSP00000357712,ENSP00000362795,ENSP00000364210,ENSP00000379110,ENSP00000466090,ENSP00000468897	AGER,CXCL1,CXCL10,CXCL8,CXCR3,ELANE,FPR2,KRT16,S100A7,SERPINB3,STAT3
GO:0050793	regulation of developmental process	19	2416	0.00074	ENSP00000219022,ENSP00000221515,ENSP00000225844,ENSP00000231751,ENSP00000233242,ENSP00000236850,ENSP00000252244,ENSP00000255040,ENSP00000255409,ENSP00000262768,ENSP00000264657,ENSP00000283752,ENSP00000297991,ENSP00000305651,ENSP00000306512,ENSP00000308452,ENSP00000362795,ENSP00000364210,ENSP00000452780	AGER,APCS,APOA1,APOB,AQP3,B2M,CCL13,CHI3L1,CXCL10,CXCL8,CXCR3,KRT1,KRT17,LTF,OLFM4,RETN,SERPINB3,STAT3,TIMP2
GO:0006826	iron ion transport	4	71	0.00082	ENSP00000231751,ENSP00000362108,ENSP00000380437,ENSP00000452780	B2M,LCN2,LTF,SLC22A17
GO:0019433	triglyceride catabolic process	3	25	0.00084	ENSP00000233242,ENSP00000236850,ENSP00000297258	APOA1,APOB,FABP5
GO:0048518	positive regulation of biological process	31	5459	0.00087	ENSP00000216336,ENSP00000219022,ENSP00000221515,ENSP00000225844,ENSP00000231751,ENSP00000233242,ENSP00000236850,ENSP00000252244,ENSP00000255409,ENSP00000259396,ENSP00000262768,ENSP00000264657,ENSP00000283752,ENSP00000296435,ENSP00000297258,ENSP00000297991,ENSP00000305651,ENSP00000306512,ENSP00000308452,ENSP00000348170,ENSP00000357712,ENSP00000357726,ENSP00000362795,ENSP00000364210,ENSP00000369317,ENSP00000379110,ENSP00000384906,ENSP00000452780,ENSP00000466090,ENSP00000468897,ENSP00000471493	AGER,APOA1,APOB,AQP3,B2M,CAMP,CCL13,CHI3L1,CTSG,CXCL1,CXCL10,CXCL8,CXCR3,ELANE,FABP5,FPR1,FPR2,HP,KRT1,KRT17,KRT6A,LTF,OLFM4,ORM1,RETN,S100A12,S100A7,SAA1,SERPINB3,STAT3,TIMP2
GO:0015891	siderophore transport	2	3	0.00089	ENSP00000362108,ENSP00000380437	LCN2,SLC22A17
GO:0031341	regulation of cell killing	4	73	0.00089	ENSP00000343445,ENSP00000364210,ENSP00000369317,ENSP00000452780	AGER,B2M,KRT6A,SERPINB4
GO:0030334	regulation of cell migration	10	753	0.00092	ENSP00000264657,ENSP00000283752,ENSP00000301653,ENSP00000305651,ENSP00000306512,ENSP00000357712,ENSP00000362795,ENSP00000379110,ENSP00000466090,ENSP00000468897	CXCL1,CXCL10,CXCL8,CXCR3,ELANE,FPR2,KRT16,S100A7,SERPINB3,STAT3
GO:0071222	cellular response to lipopolysaccharide	5	146	0.00093	ENSP00000216336,ENSP00000262865,ENSP00000305651,ENSP00000306512,ENSP00000452780	B2M,BPI,CTSG,CXCL10,CXCL8
GO:0001817	regulation of cytokine production	9	615	0.0010	ENSP00000231751,ENSP00000236850,ENSP00000259396,ENSP00000262865,ENSP00000296435,ENSP00000364210,ENSP00000384906,ENSP00000452780,ENSP00000466090	AGER,APOA1,B2M,BPI,CAMP,ELANE,LTF,ORM1,SAA1
GO:0001818	negative regulation of cytokine production	6	245	0.0011	ENSP00000231751,ENSP00000236850,ENSP00000259396,ENSP00000262865,ENSP00000364210,ENSP00000466090	AGER,APOA1,BPI,ELANE,LTF,ORM1
GO:0051094	positive regulation of developmental process	13	1286	0.0011	ENSP00000219022,ENSP00000221515,ENSP00000231751,ENSP00000233242,ENSP00000236850,ENSP00000255409,ENSP00000262768,ENSP00000264657,ENSP00000283752,ENSP00000306512,ENSP00000308452,ENSP00000362795,ENSP00000364210	AGER,APOA1,APOB,CHI3L1,CXCL8,CXCR3,KRT17,LTF,OLFM4,RETN,SERPINB3,STAT3,TIMP2
GO:0051241	negative regulation of multicellular organismal process	12	1098	0.0011	ENSP00000231751,ENSP00000236850,ENSP00000252244,ENSP00000255040,ENSP00000259396,ENSP00000262865,ENSP00000264657,ENSP00000305651,ENSP00000362795,ENSP00000364210,ENSP00000452780,ENSP00000466090	AGER,APCS,APOA1,B2M,BPI,CXCL10,CXCR3,ELANE,KRT1,LTF,ORM1,STAT3
GO:0010631	epithelial cell migration	4	80	0.0012	ENSP00000236850,ENSP00000296370,ENSP00000301653,ENSP00000357697	APOA1,KRT16,S100A2,S100P
GO:0032879	regulation of localization	19	2524	0.0012	ENSP00000167588,ENSP00000221515,ENSP00000233242,ENSP00000236850,ENSP00000259396,ENSP00000264657,ENSP00000283752,ENSP00000296435,ENSP00000297258,ENSP00000301653,ENSP00000305651,ENSP00000306512,ENSP00000357712,ENSP00000362795,ENSP00000379110,ENSP00000384906,ENSP00000452780,ENSP00000466090,ENSP00000468897	APOA1,APOB,B2M,CAMP,CXCL1,CXCL10,CXCL8,CXCR3,ELANE,FABP5,FPR2,KRT16,KRT20,ORM1,RETN,S100A7,SAA1,SERPINB3,STAT3
GO:2000026	regulation of multicellular organismal development	16	1876	0.0012	ENSP00000221515,ENSP00000231751,ENSP00000236850,ENSP00000252244,ENSP00000255040,ENSP00000255409,ENSP00000262768,ENSP00000264657,ENSP00000283752,ENSP00000297991,ENSP00000305651,ENSP00000306512,ENSP00000308452,ENSP00000362795,ENSP00000364210,ENSP00000452780	AGER,APCS,APOA1,AQP3,B2M,CHI3L1,CXCL10,CXCL8,CXCR3,KRT1,KRT17,LTF,RETN,SERPINB3,STAT3,TIMP2
GO:0007568	aging	6	255	0.0013	ENSP00000167586,ENSP00000221515,ENSP00000262768,ENSP00000264657,ENSP00000301653,ENSP00000364210	AGER,KRT14,KRT16,RETN,STAT3,TIMP2
GO:0032270	positive regulation of cellular protein metabolic process	14	1496	0.0013	ENSP00000225844,ENSP00000231751,ENSP00000255409,ENSP00000262768,ENSP00000264657,ENSP00000283752,ENSP00000308452,ENSP00000357712,ENSP00000357726,ENSP00000364210,ENSP00000384906,ENSP00000466090,ENSP00000468897,ENSP00000471493	AGER,CCL13,CHI3L1,ELANE,FPR1,FPR2,KRT17,LTF,S100A12,S100A7,SAA1,SERPINB3,STAT3,TIMP2
GO:0055072	iron ion homeostasis	4	83	0.0013	ENSP00000231751,ENSP00000362108,ENSP00000380437,ENSP00000452780	B2M,LCN2,LTF,SLC22A17
GO:0019835	cytolysis	3	32	0.0014	ENSP00000261267,ENSP00000296435,ENSP00000369317	CAMP,KRT6A,LYZ
GO:0044093	positive regulation of molecular function	15	1713	0.0014	ENSP00000225844,ENSP00000231751,ENSP00000236850,ENSP00000255409,ENSP00000262768,ENSP00000264657,ENSP00000283752,ENSP00000357726,ENSP00000364210,ENSP00000379110,ENSP00000384906,ENSP00000452780,ENSP00000466090,ENSP00000468897,ENSP00000471493	AGER,APOA1,B2M,CCL13,CHI3L1,CXCL1,ELANE,FPR1,FPR2,LTF,S100A12,SAA1,SERPINB3,STAT3,TIMP2
GO:0071624	positive regulation of granulocyte chemotaxis	3	32	0.0014	ENSP00000306512,ENSP00000357712,ENSP00000379110	CXCL1,CXCL8,S100A7
GO:0006897	endocytosis	8	510	0.0015	ENSP00000233242,ENSP00000236850,ENSP00000306512,ENSP00000348170,ENSP00000364210,ENSP00000384906,ENSP00000466090,ENSP00000468897	AGER,APOA1,APOB,CXCL8,ELANE,FPR2,HP,SAA1
GO:0006874	cellular calcium ion homeostasis	7	388	0.0016	ENSP00000225844,ENSP00000305651,ENSP00000362795,ENSP00000384906,ENSP00000466090,ENSP00000468897,ENSP00000471493	CCL13,CXCL10,CXCR3,ELANE,FPR1,FPR2,SAA1
GO:0070944	neutrophil mediated killing of bacterium	2	5	0.0016	ENSP00000216336,ENSP00000466090	CTSG,ELANE
GO:0065008	regulation of biological quality	23	3559	0.0017	ENSP00000216336,ENSP00000221515,ENSP00000225844,ENSP00000231751,ENSP00000233242,ENSP00000236850,ENSP00000252244,ENSP00000264657,ENSP00000297258,ENSP00000297991,ENSP00000301653,ENSP00000305651,ENSP00000357712,ENSP00000357791,ENSP00000362108,ENSP00000362795,ENSP00000364210,ENSP00000380437,ENSP00000384906,ENSP00000452780,ENSP00000466090,ENSP00000468897,ENSP00000471493	AGER,APOA1,APOB,AQP3,B2M,CCL13,CTSG,CXCL10,CXCR3,ELANE,FABP5,FPR1,FPR2,HRNR,KRT1,KRT16,LCN2,LTF,RETN,S100A7,SAA1,SLC22A17,STAT3
GO:0065009	regulation of molecular function	22	3322	0.0017	ENSP00000221515,ENSP00000225844,ENSP00000231751,ENSP00000236850,ENSP00000255040,ENSP00000255409,ENSP00000262768,ENSP00000264657,ENSP00000283752,ENSP00000305651,ENSP00000306512,ENSP00000342082,ENSP00000343445,ENSP00000348170,ENSP00000357726,ENSP00000364210,ENSP00000379110,ENSP00000384906,ENSP00000452780,ENSP00000466090,ENSP00000468897,ENSP00000471493	AGER,APCS,APOA1,B2M,CCL13,CHI3L1,CXCL1,CXCL10,CXCL8,ELANE,FPR1,FPR2,HP,LTF,RETN,S100A12,SAA1,SERPINB3,SERPINB4,SLPI,STAT3,TIMP2
GO:0031347	regulation of defense response	9	676	0.0018	ENSP00000231751,ENSP00000233242,ENSP00000236850,ENSP00000255040,ENSP00000343445,ENSP00000357726,ENSP00000364210,ENSP00000384906,ENSP00000466090	AGER,APCS,APOA1,APOB,ELANE,LTF,S100A12,SAA1,SERPINB4
GO:0045765	regulation of angiogenesis	6	277	0.0018	ENSP00000252244,ENSP00000255409,ENSP00000264657,ENSP00000305651,ENSP00000306512,ENSP00000362795	CHI3L1,CXCL10,CXCL8,CXCR3,KRT1,STAT3
GO:0048522	positive regulation of cellular process	28	4898	0.0019	ENSP00000219022,ENSP00000221515,ENSP00000225844,ENSP00000231751,ENSP00000233242,ENSP00000236850,ENSP00000255409,ENSP00000259396,ENSP00000262768,ENSP00000264657,ENSP00000283752,ENSP00000296435,ENSP00000297258,ENSP00000305651,ENSP00000306512,ENSP00000308452,ENSP00000348170,ENSP00000357712,ENSP00000357726,ENSP00000362795,ENSP00000364210,ENSP00000369317,ENSP00000379110,ENSP00000384906,ENSP00000452780,ENSP00000466090,ENSP00000468897,ENSP00000471493	AGER,APOA1,APOB,B2M,CAMP,CCL13,CHI3L1,CXCL1,CXCL10,CXCL8,CXCR3,ELANE,FABP5,FPR1,FPR2,HP,KRT17,KRT6A,LTF,OLFM4,ORM1,RETN,S100A12,S100A7,SAA1,SERPINB3,STAT3,TIMP2
GO:0043549	regulation of kinase activity	10	849	0.0020	ENSP00000231751,ENSP00000255409,ENSP00000283752,ENSP00000305651,ENSP00000357726,ENSP00000364210,ENSP00000384906,ENSP00000466090,ENSP00000468897,ENSP00000471493	AGER,CHI3L1,CXCL10,ELANE,FPR1,FPR2,LTF,S100A12,SAA1,SERPINB3
GO:0051246	regulation of protein metabolic process	19	2668	0.0021	ENSP00000225844,ENSP00000231751,ENSP00000236850,ENSP00000255040,ENSP00000255409,ENSP00000262768,ENSP00000264657,ENSP00000283752,ENSP00000305651,ENSP00000308452,ENSP00000342082,ENSP00000343445,ENSP00000357712,ENSP00000357726,ENSP00000364210,ENSP00000384906,ENSP00000466090,ENSP00000468897,ENSP00000471493	AGER,APCS,APOA1,CCL13,CHI3L1,CXCL10,ELANE,FPR1,FPR2,KRT17,LTF,S100A12,S100A7,SAA1,SERPINB3,SERPINB4,SLPI,STAT3,TIMP2
GO:0033674	positive regulation of kinase activity	8	553	0.0023	ENSP00000231751,ENSP00000255409,ENSP00000357726,ENSP00000364210,ENSP00000384906,ENSP00000466090,ENSP00000468897,ENSP00000471493	AGER,CHI3L1,ELANE,FPR1,FPR2,LTF,S100A12,SAA1
GO:0048519	negative regulation of biological process	28	4953	0.0023	ENSP00000216336,ENSP00000221515,ENSP00000231751,ENSP00000236850,ENSP00000252244,ENSP00000255040,ENSP00000259396,ENSP00000262768,ENSP00000262865,ENSP00000264657,ENSP00000283752,ENSP00000296435,ENSP00000297258,ENSP00000301653,ENSP00000305651,ENSP00000306512,ENSP00000342082,ENSP00000343445,ENSP00000348170,ENSP00000362795,ENSP00000364210,ENSP00000369317,ENSP00000373487,ENSP00000379110,ENSP00000384906,ENSP00000448220,ENSP00000452780,ENSP00000466090	AGER,APCS,APOA1,B2M,BPI,CAMP,CTSG,CXCL1,CXCL10,CXCL8,CXCR3,ELANE,FABP5,HP,KRT1,KRT16,KRT18,KRT4,KRT6A,LTF,ORM1,RETN,SAA1,SERPINB3,SERPINB4,SLPI,STAT3,TIMP2
GO:0050704	regulation of interleukin-1 secretion	3	41	0.0025	ENSP00000236850,ENSP00000259396,ENSP00000384906	APOA1,ORM1,SAA1
GO:0051801	cytolysis in other organism involved in symbiotic interaction	2	7	0.0025	ENSP00000296435,ENSP00000369317	CAMP,KRT6A
GO:2000535	regulation of entry of bacterium into host cell	2	7	0.0025	ENSP00000306512,ENSP00000369317	CXCL8,KRT6A
GO:0032268	regulation of cellular protein metabolic process	18	2486	0.0026	ENSP00000225844,ENSP00000231751,ENSP00000236850,ENSP00000255409,ENSP00000262768,ENSP00000264657,ENSP00000283752,ENSP00000305651,ENSP00000308452,ENSP00000342082,ENSP00000343445,ENSP00000357712,ENSP00000357726,ENSP00000364210,ENSP00000384906,ENSP00000466090,ENSP00000468897,ENSP00000471493	AGER,APOA1,CCL13,CHI3L1,CXCL10,ELANE,FPR1,FPR2,KRT17,LTF,S100A12,S100A7,SAA1,SERPINB3,SERPINB4,SLPI,STAT3,TIMP2
GO:0070374	positive regulation of ERK1 and ERK2 cascade	5	196	0.0028	ENSP00000225844,ENSP00000255409,ENSP00000357712,ENSP00000364210,ENSP00000468897	AGER,CCL13,CHI3L1,FPR2,S100A7
GO:0010469	regulation of signaling receptor activity	8	577	0.0029	ENSP00000221515,ENSP00000225844,ENSP00000236850,ENSP00000305651,ENSP00000306512,ENSP00000364210,ENSP00000379110,ENSP00000384906	AGER,APOA1,CCL13,CXCL1,CXCL10,CXCL8,RETN,SAA1
GO:1901701	cellular response to oxygen-containing compound	10	896	0.0029	ENSP00000216336,ENSP00000233242,ENSP00000246635,ENSP00000262865,ENSP00000264657,ENSP00000305651,ENSP00000306512,ENSP00000364210,ENSP00000452780,ENSP00000468897	AGER,APOB,B2M,BPI,CTSG,CXCL10,CXCL8,FPR2,KRT13,STAT3
GO:0010727	negative regulation of hydrogen peroxide metabolic process	2	8	0.0030	ENSP00000264657,ENSP00000348170	HP,STAT3
GO:0034371	chylomicron remodeling	2	8	0.0030	ENSP00000233242,ENSP00000236850	APOA1,APOB
GO:0051346	negative regulation of hydrolase activity	7	438	0.0030	ENSP00000231751,ENSP00000236850,ENSP00000255040,ENSP00000262768,ENSP00000283752,ENSP00000342082,ENSP00000343445	APCS,APOA1,LTF,SERPINB3,SERPINB4,SLPI,TIMP2
GO:0050778	positive regulation of immune response	8	589	0.0032	ENSP00000216336,ENSP00000231751,ENSP00000233242,ENSP00000252244,ENSP00000452780,ENSP00000466090,ENSP00000468897,ENSP00000471493	APOB,B2M,CTSG,ELANE,FPR1,FPR2,KRT1,LTF
GO:0048708	astrocyte differentiation	3	46	0.0033	ENSP00000264657,ENSP00000364210,ENSP00000468897	AGER,FPR2,STAT3
GO:0051181	cofactor transport	3	46	0.0033	ENSP00000257264,ENSP00000362108,ENSP00000380437	LCN2,SLC22A17,TCN1
GO:0009966	regulation of signal transduction	20	3033	0.0035	ENSP00000221515,ENSP00000225844,ENSP00000231751,ENSP00000236850,ENSP00000255409,ENSP00000262768,ENSP00000264657,ENSP00000283752,ENSP00000297258,ENSP00000305651,ENSP00000306512,ENSP00000357712,ENSP00000357726,ENSP00000362795,ENSP00000364210,ENSP00000379110,ENSP00000384906,ENSP00000466090,ENSP00000468897,ENSP00000471493	AGER,APOA1,CCL13,CHI3L1,CXCL1,CXCL10,CXCL8,CXCR3,ELANE,FABP5,FPR1,FPR2,LTF,RETN,S100A12,S100A7,SAA1,SERPINB3,STAT3,TIMP2
GO:0030335	positive regulation of cell migration	7	452	0.0035	ENSP00000283752,ENSP00000305651,ENSP00000306512,ENSP00000357712,ENSP00000379110,ENSP00000466090,ENSP00000468897	CXCL1,CXCL10,CXCL8,ELANE,FPR2,S100A7,SERPINB3
GO:0044793	negative regulation by host of viral process	2	9	0.0035	ENSP00000231751,ENSP00000255040	APCS,LTF
GO:1903556	negative regulation of tumor necrosis factor superfamily cytokine production	3	50	0.0040	ENSP00000231751,ENSP00000259396,ENSP00000262865	BPI,LTF,ORM1
GO:0034378	chylomicron assembly	2	10	0.0042	ENSP00000233242,ENSP00000236850	APOA1,APOB
GO:0043405	regulation of MAP kinase activity	6	337	0.0043	ENSP00000283752,ENSP00000357726,ENSP00000364210,ENSP00000384906,ENSP00000466090,ENSP00000471493	AGER,ELANE,FPR1,S100A12,SAA1,SERPINB3
GO:0050727	regulation of inflammatory response	6	338	0.0043	ENSP00000236850,ENSP00000255040,ENSP00000357726,ENSP00000364210,ENSP00000384906,ENSP00000466090	AGER,APCS,APOA1,ELANE,S100A12,SAA1
GO:0043062	extracellular structure organization	6	339	0.0044	ENSP00000216336,ENSP00000233242,ENSP00000236826,ENSP00000236850,ENSP00000262768,ENSP00000466090	APOA1,APOB,CTSG,ELANE,MMP8,TIMP2
GO:0071902	positive regulation of protein serine/threonine kinase activity	6	340	0.0044	ENSP00000231751,ENSP00000357726,ENSP00000364210,ENSP00000384906,ENSP00000466090,ENSP00000471493	AGER,ELANE,FPR1,LTF,S100A12,SAA1
GO:0045859	regulation of protein kinase activity	9	788	0.0045	ENSP00000231751,ENSP00000255409,ENSP00000283752,ENSP00000305651,ENSP00000357726,ENSP00000364210,ENSP00000384906,ENSP00000466090,ENSP00000471493	AGER,CHI3L1,CXCL10,ELANE,FPR1,LTF,S100A12,SAA1,SERPINB3
GO:0001878	response to yeast	2	11	0.0047	ENSP00000296435,ENSP00000466090	CAMP,ELANE
GO:0002430	complement receptor mediated signaling pathway	2	11	0.0047	ENSP00000468897,ENSP00000471493	FPR1,FPR2
GO:0010819	regulation of T cell chemotaxis	2	11	0.0047	ENSP00000305651,ENSP00000357712	CXCL10,S100A7
GO:0097284	hepatocyte apoptotic process	2	11	0.0047	ENSP00000373487,ENSP00000449404	KRT18,KRT8
GO:0071396	cellular response to lipid	7	486	0.0049	ENSP00000216336,ENSP00000233242,ENSP00000246635,ENSP00000262865,ENSP00000305651,ENSP00000306512,ENSP00000452780	APOB,B2M,BPI,CTSG,CXCL10,CXCL8,KRT13
GO:0007166	cell surface receptor signaling pathway	16	2198	0.0050	ENSP00000225844,ENSP00000236850,ENSP00000264657,ENSP00000305651,ENSP00000306512,ENSP00000355124,ENSP00000362108,ENSP00000362795,ENSP00000364210,ENSP00000373487,ENSP00000379110,ENSP00000384906,ENSP00000449404,ENSP00000452780,ENSP00000468897,ENSP00000471493	AGER,APOA1,B2M,CCL13,CXCL1,CXCL10,CXCL8,CXCR3,FPR1,FPR2,KRT18,KRT19,KRT8,LCN2,SAA1,STAT3
